glac,month,prev_mean_elev_m,onset_mean_elev_m
6352,8,3233.55,3424.8333333333335
6353,8,2883.45,2848.5
6360,8,2644.2,2467.125
6369,8,3155.75,3458.7916666666665
9741,8,2005.9,2107.75
11734,8,1831.95,1967.0
11755,8,1775.7,1996.0
11761,8,1992.8,2141.75
11766,8,2105.8,2257.0833333333335
11767,8,1797.45,2024.5
11796,8,1732.85,1953.0
11800,8,1789.1,1930.5
11812,8,1832.6,1919.5
11822,8,1808.6,2125.0
11926,8,1837.5,2161.75
11927,8,1581.9,1791.0
11937,8,1943.0,2008.0
11940,8,1942.15,2046.875
11946,8,1606.35,1746.25
11947,8,1947.1,2086.5
11952,8,1746.15,1936.375
11955,8,1495.9,1654.0
11968,8,1737.3,1940.0
11977,8,1917.0,1910.625
11989,8,1801.7,1779.4166666666667
12002,8,1755.2,1823.875
12010,8,1845.4,1992.0
12027,8,1834.3,2078.875
12030,8,1931.55,2067.375
12036,8,1972.75,2066.875
12074,8,1971.45,2047.4166666666667
12078,8,1908.75,2189.25
12086,8,1661.1,1755.5
12092,8,1720.45,1753.875
12114,8,1805.3,1813.5
12121,8,2033.2,2079.75
12125,8,1639.75,1865.125
12145,8,1967.7,1967.0
12178,8,1980.65,2142.5
12200,8,2245.1,2278.375
12209,8,2283.85,2370.625
12291,8,1867.8,1881.0
12307,8,1951.85,2081.625
12311,8,1820.35,1830.0
12610,8,1703.65,2161.0
12614,8,1954.3,2125.0
12615,8,1719.6,2083.25
12617,8,1754.9,1781.25
12626,8,1955.25,2031.25
12800,8,1783.3,2034.2916666666667
12807,8,1958.65,2227.0
12842,8,1865.45,1900.0
12849,8,2129.6,2196.0
12885,8,2293.35,2476.0
12905,8,1997.05,2094.875
12957,8,2262.65,2541.0
12963,8,2484.6,2535.125
12968,8,2053.55,2066.625
12975,8,2255.15,2340.0
12980,8,2124.55,2304.75
12984,8,2333.15,2373.625
12985,8,2134.95,2218.875
12987,8,2243.0,2267.25
13006,8,2130.75,2139.125
13054,8,2441.6,2506.125
13058,8,2414.7,2484.5
13060,8,2526.25,2553.125
13067,8,2438.65,2485.5
13075,8,2526.35,2585.875
13080,8,2512.3,2549.7083333333335
13089,8,2650.1,2668.875
13124,8,2480.8,2634.375
13646,8,2121.8,2272.0
13651,8,2053.25,2594.0
13652,8,1813.7,1882.875
13661,8,2602.1,2666.125
13665,8,2434.2,2495.0
13695,8,2737.05,2786.875
13869,8,2634.1,2694.0
13885,8,2470.45,2631.75
13891,8,2366.05,2469.0
13897,8,2361.7,2421.125
13959,8,2822.2,2927.375
13983,8,2007.35,1986.75
14024,8,2543.25,2549.625
14060,8,2061.85,2061.25
14076,8,2381.7,2617.875
14080,8,2584.65,2629.0
14101,8,2526.4,2541.375
14105,8,2726.3,2755.25
14117,8,2454.2,2507.5
14119,8,2527.55,2592.375
14126,8,2535.9,2554.25
14137,8,2995.55,3209.125
14180,8,3222.3,3208.7083333333335
14183,8,3091.9,3139.1666666666665
14203,8,3191.05,3516.125
14218,8,3258.3,3693.75
14219,8,3124.95,3148.9166666666665
16312,8,2663.6,2705.2083333333335
16314,8,2595.6,2694.9166666666665
16327,8,2752.55,2910.25
16332,8,2478.7,2591.2916666666665
16341,8,2515.8,2837.25
16346,8,2950.6,3055.125
16351,8,3230.05,3437.7916666666665
16372,8,2494.4,2633.625
16379,8,2586.0,2737.0
16406,8,3372.15,3480.2916666666665
16437,8,3360.35,3546.125
16444,8,3041.1,3050.9166666666665
16457,8,3151.4,3230.5833333333335
16463,8,2714.75,2955.625
16485,8,3000.7,3237.9166666666665
16486,8,3226.75,3488.6666666666665
16515,8,916.85,1380.388888888889
16532,8,2434.15,2471.25
16534,8,2052.15,2350.5833333333335
16535,8,2414.6,2454.125
16536,8,2363.1,2430.5833333333335
16537,8,2438.55,2515.25
16540,8,2489.9,2524.0
16545,8,2475.4,2513.25
16554,8,2463.8,2496.1666666666665
16556,8,2334.15,2497.75
16569,8,2311.0,2401.625
16618,8,1970.4,2019.5
16657,8,1939.95,2220.5
5500,9,2734.2,2786.125
5509,9,1953.35,2455.125
5514,9,2611.0,2795.75
5525,9,2417.1,2820.0
5529,9,2655.9,2720.5
5533,9,2489.05,2737.625
5535,9,2750.55,2802.0
5536,9,2522.9,2975.0
5550,9,2616.4,3187.875
5557,9,2617.85,2772.9583333333335
5558,9,2914.1,2972.5
5559,9,2714.6,2853.0833333333335
5565,9,2750.05,2976.875
5572,9,2347.95,2794.0
5573,9,2725.3,2776.0
5574,9,2483.55,2829.0
5581,9,2461.0,2803.75
5582,9,2658.65,3027.75
5583,9,2664.35,2965.4166666666665
5584,9,2597.85,3148.125
5589,9,3058.65,3132.125
5594,9,2451.25,2586.375
5632,9,2531.85,2795.125
5663,9,2455.9,2515.25
5675,9,1942.9,2030.75
5685,9,2183.0,2220.25
5696,9,2639.05,2958.125
5743,9,2321.7,2364.625
5763,9,2297.85,2402.5
5777,9,2497.7,2697.875
5780,9,2498.95,3133.125
5785,9,2660.15,2703.25
5793,9,2484.9,2774.625
5804,9,2543.8,2626.125
5807,9,2306.8,2607.125
5813,9,2667.65,2731.125
5823,9,2055.6,2488.6666666666665
5833,9,2119.25,2629.375
5836,9,2087.25,2671.25
5845,9,2101.6,2449.125
5847,9,2073.9,2317.5
5848,9,2144.1,2371.75
5849,9,2230.55,2760.25
5850,9,2220.7,2685.5
5851,9,2264.1,2761.375
5862,9,2750.95,2886.0
5874,9,2136.45,2467.75
5875,9,2932.2,3744.3333333333335
5878,9,2143.0,3719.0833333333335
5880,9,2747.6,3244.75
5904,9,2769.45,3310.9166666666665
5944,9,2470.1,2645.7083333333335
5950,9,2801.4,2950.4166666666665
5955,9,2741.2,3086.375
5962,9,2096.6,2360.0
5964,9,2105.6,2334.0
5965,9,2452.65,2552.375
5970,9,2282.15,2400.125
5972,9,3017.6,3447.2083333333335
5974,9,2853.2,2940.3333333333335
5979,9,2813.85,3025.5
5981,9,2588.4,3499.1666666666665
5986,9,2946.65,3507.1666666666665
5999,9,2687.45,3679.0833333333335
6001,9,3157.45,3982.8333333333335
6009,9,2806.15,2860.4583333333335
6016,9,3124.55,3462.125
6023,9,2246.8,2283.125
6025,9,2358.6,2417.0
6026,9,2298.95,2432.0
6029,9,2505.95,2583.0
6031,9,2929.15,3506.375
6043,9,2484.0,2593.0
6047,9,3359.65,3665.75
6052,9,3223.55,3334.0416666666665
6053,9,2583.55,2606.125
6058,9,3200.3,3358.4583333333335
6063,9,2715.4,2752.9583333333335
6064,9,2642.55,2855.8333333333335
6069,9,1943.2,2099.4166666666665
6114,9,2175.7,2465.9166666666665
6117,9,2968.65,3301.0
6120,9,2573.15,2727.0
6121,9,2690.2,2712.625
6126,9,2435.85,2829.875
6128,9,2640.85,2740.75
6135,9,2536.5,2722.75
6137,9,2701.55,2772.5
6148,9,2684.15,2830.875
6218,9,2708.4,2890.375
6246,9,2197.4,2160.4583333333335
6255,9,2615.25,2550.9166666666665
6257,9,2112.85,2140.0
6259,9,2195.1,2244.0
6302,9,2168.6,2268.25
6352,9,2769.05,3282.375
6353,9,2655.55,2850.3333333333335
6360,9,2447.6,2476.7083333333335
6369,9,2828.6,3460.25
9741,9,1966.6,2107.75
11734,9,1807.45,1967.0
11755,9,1803.95,1996.0
11761,9,1996.8,2143.3333333333335
11766,9,2131.5,2258.75
11767,9,1873.05,2032.3333333333333
11796,9,1737.9,1953.0
11800,9,1769.35,1930.5
11812,9,1847.0,1919.5
11822,9,1754.0,2125.0
11926,9,1883.55,2188.0416666666665
11927,9,1590.25,1792.8333333333333
11937,9,1942.1,2008.0
11940,9,1979.7,2046.875
11946,9,1627.3,1746.25
11947,9,1985.4,2086.5
11952,9,1724.8,1936.375
11955,9,1512.05,1654.0
11968,9,1761.25,1940.0
11977,9,1881.2,1912.4166666666667
11989,9,1809.85,1790.7083333333333
12002,9,1736.8,1823.875
12010,9,1887.15,1992.0
12027,9,1835.95,2089.25
12030,9,1919.55,2071.0
12036,9,1977.25,2067.5833333333335
12074,9,1976.5,2048.0
12078,9,1902.25,2191.4583333333335
12086,9,1674.05,1756.1666666666667
12092,9,1664.1,1755.75
12114,9,1794.65,1813.5
12121,9,2046.6,2094.6666666666665
12125,9,1663.85,1865.2916666666667
12145,9,1855.5,1967.0
12178,9,1968.45,2142.875
12200,9,2209.1,2278.375
12209,9,2251.25,2370.625
12291,9,1858.55,1881.0
12307,9,1979.05,2083.7916666666665
12311,9,1807.0,1830.0
12610,9,1716.05,2161.0
12614,9,1957.6,2125.0
12615,9,1752.2,2083.25
12617,9,1762.9,1781.25
12626,9,1972.15,2031.25
12800,9,1752.5,2034.625
12807,9,1923.3,2227.3333333333335
12842,9,1884.6,1900.0
12849,9,2139.2,2196.0
12885,9,2149.25,2487.75
12905,9,1982.8,2094.875
12957,9,2240.15,2541.0
12963,9,2390.15,2537.875
12968,9,2013.75,2066.625
12975,9,2233.35,2340.0
12980,9,2156.25,2305.3333333333335
12984,9,2312.95,2379.5
12985,9,2177.0,2222.25
12987,9,2205.75,2267.25
13006,9,2090.75,2139.125
13054,9,2388.15,2507.125
13058,9,2341.25,2486.5
13060,9,2487.05,2553.875
13067,9,2431.15,2485.5
13075,9,2466.6,2585.875
13080,9,2473.8,2550.625
13089,9,2562.8,2673.625
13124,9,2340.7,2634.375
13646,9,2126.45,2272.0
13651,9,1971.35,2603.3333333333335
13652,9,1806.7,1882.875
13661,9,2541.55,2666.8333333333335
13665,9,2434.9,2495.0
13695,9,2536.8,2787.25
13869,9,2546.1,2694.0
13885,9,2438.15,2631.75
13891,9,2311.35,2469.0
13897,9,2340.95,2421.125
13959,9,2631.3,2928.375
13983,9,2011.85,1986.75
14024,9,2420.3,2549.625
14060,9,2096.05,2061.2916666666665
14076,9,2329.95,2617.875
14080,9,2520.85,2634.0416666666665
14101,9,2491.3,2542.125
14105,9,2613.5,2757.25
14117,9,2355.05,2508.5
14119,9,2465.1,2593.75
14126,9,2465.6,2554.25
14137,9,2753.5,3203.7916666666665
14180,9,2428.85,3208.25
14183,9,2675.5,3138.25
14203,9,2114.55,3518.75
14218,9,2137.4,3695.375
14219,9,2829.15,3149.625
16312,9,2366.6,2706.25
16314,9,2266.9,2695.75
16327,9,2763.6,2916.25
16332,9,2401.5,2591.875
16341,9,2409.9,2837.25
16346,9,2885.0,3055.125
16351,9,3180.7,3438.6666666666665
16372,9,2348.15,2633.625
16379,9,2499.1,2737.0
16406,9,3298.75,3518.25
16437,9,2665.3,3573.625
16444,9,2883.7,3053.3333333333335
16457,9,3028.4,3232.125
16463,9,2642.9,2951.0
16485,9,2819.6,3243.25
16486,9,3125.3,3499.125
16515,9,916.85,1380.8333333333333
16532,9,2060.65,2471.5
16534,9,1901.65,2354.25
16535,9,2067.1,2454.125
16536,9,2034.0,2434.0
16537,9,2077.95,2517.25
16540,9,2114.7,2524.0
16545,9,2167.3,2514.375
16554,9,2051.55,2496.25
16556,9,1779.5,2497.75
16569,9,2215.35,2401.625
16618,9,1919.0,2026.0
16657,9,1924.0,2220.5
5500,10,2413.05,2786.125
5509,10,1902.0,2455.125
5514,10,2013.9,2795.75
5525,10,1930.05,2820.0
5529,10,2448.35,2720.5
5533,10,2024.25,2737.625
5535,10,2324.05,2802.0
5536,10,1990.15,2975.0
5550,10,1835.7,3187.875
5557,10,2089.45,2773.25
5558,10,2603.15,2972.75
5559,10,2134.25,2853.25
5565,10,2130.9,2976.875
5572,10,1995.1,2794.0
5573,10,2175.6,2776.0
5574,10,2056.95,2829.0
5581,10,2021.0,2803.75
5582,10,2072.65,3027.75
5583,10,2280.9,2965.5
5584,10,2198.05,3148.875
5589,10,2637.6,3131.375
5594,10,2063.65,2586.375
5632,10,2242.25,2795.125
5663,10,2043.45,2515.5
5675,10,1784.9,2030.75
5685,10,2010.3,2220.25
5696,10,2451.05,2958.125
5743,10,2238.3,2365.25
5763,10,2130.8,2402.5
5777,10,1974.15,2697.875
5780,10,2046.65,3133.125
5785,10,2342.4,2703.25
5793,10,1951.25,2774.875
5804,10,2217.1,2626.25
5807,10,2096.1,2607.125
5813,10,2135.2,2725.875
5823,10,1962.4,2488.75
5833,10,1944.8,2629.375
5836,10,1964.25,2671.25
5845,10,1966.8,2449.125
5847,10,2055.7,2317.5
5848,10,2125.95,2371.75
5849,10,2158.0,2760.25
5850,10,1950.6,2685.5
5851,10,2163.05,2761.375
5862,10,2592.75,2886.0
5874,10,2003.9,2468.125
5875,10,2554.15,3728.0
5878,10,1465.45,3709.25
5880,10,1941.0,3244.75
5904,10,2232.75,3311.0
5944,10,2247.7,2646.0
5950,10,2631.45,2950.625
5955,10,2472.85,3086.375
5962,10,1871.35,2360.0
5964,10,1884.55,2334.0
5965,10,1975.55,2553.625
5970,10,1789.35,2401.125
5972,10,2333.85,3447.875
5974,10,2766.3,2941.0
5979,10,2662.1,3026.75
5981,10,1502.3,3499.5
5986,10,2568.7,3507.25
5999,10,1951.65,3680.5
6001,10,2788.5,3984.375
6009,10,2844.5,2858.0
6016,10,2851.8,3461.125
6023,10,2084.65,2283.875
6025,10,2220.1,2417.0
6026,10,2081.15,2432.0
6029,10,2473.0,2583.0
6031,10,2103.5,3508.75
6043,10,2377.45,2593.0
6047,10,2923.55,3665.75
6052,10,2916.65,3334.125
6053,10,2516.65,2606.125
6058,10,2997.45,3352.875
6063,10,2371.2,2755.625
6064,10,2426.75,2857.0
6069,10,1720.8,2103.0
6114,10,1927.85,2470.0
6117,10,2613.1,3301.0
6120,10,2361.45,2727.0
6121,10,2598.6,2713.875
6126,10,2061.05,2830.125
6128,10,2641.3,2740.75
6135,10,2007.8,2722.75
6137,10,1982.8,2772.5
6148,10,2116.8,2830.875
6218,10,1939.3,2890.375
6246,10,1825.0,2161.375
6255,10,2497.25,2552.0
6257,10,2034.55,2140.0
6259,10,2145.7,2244.0
6302,10,2109.4,2268.25
6352,10,2386.0,3243.0
6353,10,2227.65,2854.0
6360,10,2275.95,2490.5
6369,10,1799.9,3460.25
9741,10,1773.6,2107.75
11734,10,1763.0,1967.0
11755,10,1702.95,1996.0
11761,10,1890.0,2146.5
11766,10,2042.8,2260.0
11767,10,1790.3,2033.75
11796,10,1680.55,1953.0
11800,10,1620.55,1930.5
11812,10,1785.55,1919.5
11822,10,1671.95,2125.0
11926,10,1737.55,2194.0
11927,10,1530.15,1793.375
11937,10,1793.7,2008.0
11940,10,1884.15,2046.875
11946,10,1602.35,1746.25
11947,10,1824.65,2086.5
11952,10,1610.55,1936.375
11955,10,1475.15,1654.0
11968,10,1712.75,1940.0
11977,10,1728.0,1914.625
11989,10,1707.15,1804.75
12002,10,1565.05,1823.875
12010,10,1665.15,1992.0
12027,10,1778.65,2089.25
12030,10,1821.55,2071.875
12036,10,1898.75,2071.125
12074,10,1821.95,2048.75
12078,10,1816.55,2191.5
12086,10,1601.75,1756.5
12092,10,1450.25,1757.625
12114,10,1619.95,1813.5
12121,10,1857.55,2101.25
12125,10,1632.0,1865.375
12145,10,1730.5,1967.0
12178,10,1789.1,2143.625
12200,10,2182.2,2278.375
12209,10,2102.65,2370.625
12291,10,1652.3,1881.0
12307,10,1755.8,2084.875
12311,10,1565.0,1830.0
12610,10,1665.75,2161.0
12614,10,1866.95,2125.0
12615,10,1728.0,2087.5
12617,10,1674.65,1781.25
12626,10,1822.75,2031.25
12800,10,1715.05,2034.625
12807,10,1910.35,2229.0
12842,10,1775.9,1900.0
12849,10,2092.7,2196.0
12885,10,1847.35,2498.875
12905,10,1893.25,2094.875
12957,10,2106.55,2541.0
12963,10,2167.75,2537.875
12968,10,1858.2,2068.5
12975,10,2097.95,2340.0
12980,10,1913.55,2305.625
12984,10,2075.1,2381.0
12985,10,2005.3,2223.375
12987,10,1986.1,2267.5
13006,10,1860.35,2139.125
13054,10,2051.85,2507.125
13058,10,1999.05,2487.5
13060,10,2248.2,2554.25
13067,10,2143.35,2486.375
13075,10,2098.2,2585.875
13080,10,2035.25,2550.625
13089,10,2190.05,2678.0
13124,10,1989.75,2634.375
13646,10,1991.1,2272.0
13651,10,2036.45,2608.0
13652,10,1770.1,1882.875
13661,10,2177.55,2667.75
13665,10,2231.55,2495.0
13695,10,2033.6,2788.0
13869,10,2175.6,2694.0
13885,10,2185.75,2631.75
13891,10,2048.7,2469.0
13897,10,2102.75,2421.125
13959,10,2193.1,2928.875
13983,10,1906.45,1986.75
14024,10,1943.85,2549.625
14060,10,1796.7,2061.375
14076,10,2140.05,2617.875
14080,10,2258.85,2635.625
14101,10,2288.75,2542.125
14105,10,2347.2,2757.25
14117,10,1967.35,2509.0
14119,10,2070.65,2594.0
14126,10,2128.5,2554.25
14137,10,2213.2,3195.375
14180,10,1706.1,3208.375
14183,10,1852.85,3138.25
14203,10,1670.7,3518.75
14218,10,1589.75,3695.375
14219,10,2003.95,3149.625
16312,10,2159.95,2706.25
16314,10,1877.5,2695.75
16327,10,2316.5,2916.25
16332,10,2165.25,2591.875
16341,10,2307.3,2837.25
16346,10,2631.55,3055.125
16351,10,1986.85,3439.0
16372,10,2029.15,2633.625
16379,10,2270.9,2737.0
16406,10,2767.55,3520.125
16437,10,1689.05,3573.875
16444,10,2342.45,3057.75
16457,10,1803.8,3232.125
16463,10,1976.1,2939.0
16485,10,2179.1,3243.25
16486,10,2373.9,3499.125
16515,10,915.3,1381.0
16532,10,1891.9,2471.5
16534,10,1813.55,2354.25
16535,10,1949.8,2454.125
16536,10,1823.0,2434.0
16537,10,1845.95,2517.25
16540,10,1720.7,2524.0
16545,10,1914.4,2514.375
16554,10,1934.85,2496.25
16556,10,1681.2,2497.75
16569,10,2012.65,2401.625
16618,10,1746.85,2026.0
16657,10,1836.5,2220.5
