glac,month,prev_mean_area_m2,onset_mean_area_m2
6302,9,3194500.0,3257500.0
6352,9,8084000.0,8637500.0
6353,9,4965000.0,5103333.333333333
6360,9,2666500.0,2832500.0
6369,9,20588000.0,21600000.0
9741,9,3016500.0,3113750.0
11734,9,2920000.0,2990000.0
11755,9,5756500.0,6350000.0
11761,9,5048000.0,5316666.666666667
11766,9,18630000.0,18850833.333333332
11767,9,2201500.0,2306666.6666666665
11796,9,5421000.0,6660000.0
11800,9,4019000.0,4260000.0
11812,9,3146000.0,3260000.0
11822,9,24810000.0,26428750.0
11926,9,4119500.0,4489166.666666667
11927,9,2175000.0,3361666.6666666665
11937,9,2955500.0,3000000.0
11940,9,1974000.0,2070000.0
11946,9,4159500.0,4440000.0
11947,9,27956500.0,28030000.0
11952,9,7743500.0,8260000.0
11955,9,2941500.0,3230000.0
11968,9,2764500.0,3190000.0
11977,9,3293500.0,3345833.3333333335
11989,9,4755000.0,4765000.0
12002,9,3010000.0,3156250.0
12010,9,3078000.0,3180000.0
12027,9,3791500.0,4066250.0
12030,9,3246500.0,3662916.6666666665
12036,9,3407000.0,3581666.6666666665
12074,9,2455500.0,2560000.0
12078,9,3672500.0,3989583.3333333335
12086,9,3133500.0,3204583.3333333335
12092,9,1846000.0,2148750.0
12114,9,2405000.0,2463750.0
12121,9,4913500.0,4965416.666666667
12125,9,1633500.0,2249166.6666666665
12145,9,2346000.0,2447500.0
12178,9,1910000.0,2354166.6666666665
12200,9,2129000.0,2330000.0
12209,9,4536500.0,4732500.0
12291,9,1951500.0,2037500.0
12307,9,5265000.0,5603333.333333333
12311,9,2195000.0,2296250.0
12610,9,33543000.0,33830000.0
12614,9,5279000.0,5510000.0
12615,9,4202500.0,4918750.0
12617,9,3129500.0,3180000.0
12626,9,10878500.0,10975000.0
12800,9,1663500.0,1972083.3333333333
12807,9,1817500.0,2055416.6666666667
12842,9,2263500.0,2300000.0
12849,9,3395500.0,3500000.0
12885,9,3550500.0,3951250.0
12905,9,8417000.0,8818750.0
12957,9,3765000.0,4200000.0
12963,9,7570500.0,7850000.0
12968,9,6685500.0,7470000.0
12975,9,2109500.0,2320000.0
12980,9,4391000.0,5341666.666666667
12984,9,8500500.0,8835000.0
12985,9,2691000.0,2926250.0
12987,9,2488000.0,2647500.0
13006,9,3320500.0,3666250.0
13054,9,8226000.0,8761250.0
13058,9,4540500.0,5200833.333333333
13060,9,4251500.0,4363333.333333333
13067,9,1778000.0,1950000.0
13075,9,3503500.0,3881250.0
13080,9,5472500.0,6040000.0
13089,9,26842000.0,28067916.666666668
13124,9,2852000.0,3547500.0
13646,9,2185500.0,2340000.0
13651,9,7453500.0,9927916.666666666
13652,9,2794000.0,2838750.0
13661,9,22919500.0,25132500.0
13665,9,2009000.0,2235000.0
13695,9,3137000.0,4249166.666666667
13869,9,4674000.0,5195000.0
13885,9,1964000.0,2176250.0
13891,9,2120500.0,2880000.0
13897,9,3407000.0,4246250.0
13959,9,1823500.0,2159583.3333333335
13983,9,2900500.0,2870000.0
14024,9,2324500.0,2561250.0
14060,9,3224500.0,3339166.6666666665
14076,9,2277000.0,2573750.0
14080,9,15127500.0,17435416.666666668
14101,9,4194500.0,4208750.0
14105,9,1863500.0,2008750.0
14117,9,3189000.0,3856666.6666666665
14119,9,3952000.0,4476666.666666667
14126,9,1971500.0,2187500.0
14137,9,3825000.0,4607916.666666667
14180,9,43941000.0,77472500.0
14183,9,7388000.0,9761250.0
14203,9,6980000.0,19306250.0
14218,9,6765500.0,14775000.0
14219,9,5262000.0,6906250.0
16312,9,1352000.0,3880000.0
16314,9,938500.0,2300000.0
16327,9,7687000.0,8251250.0
16332,9,1729000.0,2042500.0
16341,9,1530500.0,2005000.0
16346,9,5132000.0,5440000.0
16351,9,31541000.0,32722916.666666668
16372,9,2270000.0,3403750.0
16379,9,2178000.0,2407500.0
16406,9,1558000.0,2773750.0
16437,9,221070000.0,319087916.6666667
16444,9,5829500.0,6197500.0
16457,9,21557000.0,24347500.0
16463,9,4235000.0,5113333.333333333
16485,9,1774500.0,2777500.0
16486,9,5568500.0,6220000.0
16515,9,1000.0,2033888.888888889
16532,9,1172000.0,4377500.0
16534,9,453500.0,3716250.0
16535,9,628500.0,2873750.0
16536,9,1093000.0,2881250.0
16537,9,2084000.0,5883750.0
16540,9,1677500.0,3223750.0
16545,9,2130500.0,5295000.0
16554,9,447000.0,2800000.0
16556,9,687500.0,5128750.0
16569,9,1559500.0,2166250.0
16618,9,3040000.0,3123750.0
16657,9,2199500.0,2636250.0
5500,10,1417000.0,2542500.0
5509,10,0.0,2636250.0
5514,10,362000.0,3880000.0
5525,10,1059000.0,15613750.0
5529,10,1383500.0,2130000.0
5533,10,208000.0,3206250.0
5535,10,540000.0,3606250.0
5536,10,2730500.0,15586250.0
5550,10,514000.0,5502500.0
5557,10,2408500.0,7837500.0
5558,10,3019500.0,6231250.0
5559,10,13008500.0,35590000.0
5565,10,757000.0,4357500.0
5572,10,536000.0,5137500.0
5573,10,494000.0,2186250.0
5574,10,777000.0,6710000.0
5581,10,256500.0,3017500.0
5582,10,868000.0,3666250.0
5583,10,1597000.0,3942500.0
5584,10,2552500.0,13266250.0
5589,10,217928000.0,282716250.0
5594,10,782000.0,2865000.0
5632,10,134000.0,1971250.0
5663,10,5304000.0,6935000.0
5675,10,552500.0,2057500.0
5685,10,2812500.0,3867500.0
5696,10,3401500.0,4900000.0
5743,10,1774000.0,2005000.0
5763,10,1733500.0,2330000.0
5777,10,421500.0,2367500.0
5780,10,21632000.0,83526250.0
5785,10,3780500.0,7081250.0
5793,10,1023000.0,4016250.0
5804,10,3677500.0,10352500.0
5807,10,1201500.0,11798750.0
5813,10,11864500.0,37197500.0
5823,10,307500.0,11100000.0
5833,10,128500.0,3588750.0
5836,10,38500.0,3581250.0
5845,10,117500.0,2511250.0
5847,10,201000.0,2248750.0
5848,10,133500.0,3455000.0
5849,10,49500.0,1978750.0
5850,10,230500.0,3438750.0
5851,10,254000.0,3515000.0
5862,10,2065500.0,2826250.0
5874,10,276000.0,2392500.0
5875,10,17618000.0,25402500.0
5878,10,4001000.0,46697500.0
5880,10,1574000.0,7885000.0
5904,10,609500.0,2322500.0
5944,10,926000.0,2205000.0
5950,10,6783500.0,8608750.0
5955,10,1235500.0,2206250.0
5962,10,122500.0,2120000.0
5964,10,123500.0,2700000.0
5965,10,2061500.0,5128750.0
5970,10,593500.0,3513750.0
5972,10,10141500.0,18670000.0
5974,10,6021500.0,6322500.0
5979,10,5850500.0,7080000.0
5981,10,4898500.0,33671250.0
5986,10,4727000.0,7212500.0
5999,10,7177500.0,13363750.0
6001,10,17000.0,2050000.0
6009,10,27734000.0,28268750.0
6016,10,3379500.0,4097500.0
6023,10,2152000.0,3567500.0
6025,10,1890000.0,3270000.0
6026,10,517000.0,3280000.0
6029,10,1707000.0,2090000.0
6031,10,11640500.0,29938750.0
6043,10,7718000.0,9055000.0
6047,10,24000000.0,27722500.0
6052,10,24579500.0,29285000.0
6053,10,6109000.0,6540000.0
6058,10,60665000.0,67521250.0
6063,10,4991000.0,6387500.0
6064,10,15235000.0,19871250.0
6069,10,360000.0,2068750.0
6114,10,4674500.0,8145000.0
6117,10,1941500.0,2453750.0
6120,10,538000.0,4390000.0
6121,10,10226500.0,13235000.0
6126,10,229500.0,1986250.0
6128,10,2344500.0,2636250.0
6135,10,684000.0,3722500.0
6137,10,702500.0,4650000.0
6148,10,743000.0,2513750.0
6218,10,927500.0,5783750.0
6246,10,4371500.0,5886250.0
6255,10,19587500.0,20833750.0
6257,10,2253000.0,2700000.0
6259,10,3334000.0,3910000.0
6302,10,2748000.0,3257500.0
6352,10,6757500.0,8603750.0
6353,10,3808500.0,5105000.0
6360,10,2438000.0,2835000.0
6369,10,10914000.0,21600000.0
9741,10,2737000.0,3113750.0
11734,10,2647500.0,2990000.0
11755,10,4073500.0,6350000.0
11761,10,4408000.0,5317500.0
11766,10,17469000.0,18852500.0
11767,10,1875500.0,2307500.0
11796,10,4663500.0,6660000.0
11800,10,3315500.0,4260000.0
11812,10,3054500.0,3260000.0
11822,10,20458500.0,26428750.0
11926,10,3218000.0,4495000.0
11927,10,1684500.0,3362500.0
11937,10,2661000.0,3000000.0
11940,10,1829000.0,2070000.0
11946,10,3811500.0,4440000.0
11947,10,25586500.0,28030000.0
11952,10,6406000.0,8260000.0
11955,10,2420000.0,3230000.0
11968,10,2212500.0,3190000.0
11977,10,2546000.0,3348750.0
11989,10,4212500.0,4773750.0
12002,10,1743000.0,3156250.0
12010,10,1725000.0,3180000.0
12027,10,3058000.0,4066250.0
12030,10,2950000.0,3663750.0
12036,10,2735000.0,3583750.0
12074,10,1655000.0,2562500.0
12078,10,2734000.0,3990000.0
12086,10,2604000.0,3205000.0
12092,10,1172500.0,2150000.0
12114,10,1444500.0,2463750.0
12121,10,3805000.0,4970000.0
12125,10,1388000.0,2250000.0
12145,10,1817500.0,2447500.0
12178,10,1132500.0,2355000.0
12200,10,2010500.0,2330000.0
12209,10,3601000.0,4732500.0
12291,10,927500.0,2037500.0
12307,10,3226000.0,5603750.0
12311,10,1140000.0,2296250.0
12610,10,29649500.0,33830000.0
12614,10,4909000.0,5510000.0
12615,10,3827500.0,4920000.0
12617,10,2882000.0,3180000.0
12626,10,9867500.0,10975000.0
12800,10,1373500.0,1973750.0
12807,10,1666000.0,2057500.0
12842,10,1705500.0,2300000.0
12849,10,3121000.0,3500000.0
12885,10,2127500.0,3953750.0
12905,10,7277500.0,8818750.0
12957,10,3033500.0,4200000.0
12963,10,6563000.0,7850000.0
12968,10,4217000.0,7472500.0
12975,10,1605000.0,2320000.0
12980,10,2298000.0,5342500.0
12984,10,5588500.0,8836250.0
12985,10,1785000.0,2927500.0
12987,10,1314500.0,2648750.0
13006,10,1628000.0,3666250.0
13054,10,4290500.0,8761250.0
13058,10,1682000.0,5201250.0
13060,10,2764000.0,4363750.0
13067,10,807000.0,1950000.0
13075,10,1273500.0,3881250.0
13080,10,1802500.0,6040000.0
13089,10,19785000.0,28082500.0
13124,10,1237000.0,3547500.0
13646,10,1618000.0,2340000.0
13651,10,7725500.0,9928750.0
13652,10,2361000.0,2838750.0
13661,10,13643500.0,25133750.0
13665,10,1239500.0,2235000.0
13695,10,922500.0,4250000.0
13869,10,2329500.0,5195000.0
13885,10,1246500.0,2176250.0
13891,10,882500.0,2880000.0
13897,10,1405500.0,4246250.0
13959,10,921500.0,2160000.0
13983,10,2199500.0,2870000.0
14024,10,1136000.0,2561250.0
14060,10,1397500.0,3340000.0
14076,10,2043000.0,2573750.0
14080,10,8916500.0,17443750.0
14101,10,3331000.0,4208750.0
14105,10,1157500.0,2008750.0
14117,10,1235500.0,3857500.0
14119,10,1805500.0,4477500.0
14126,10,833500.0,2187500.0
14137,10,1561000.0,4605000.0
14180,10,9197500.0,77472500.0
14183,10,1228500.0,9761250.0
14203,10,1344500.0,19306250.0
14218,10,861000.0,14775000.0
14219,10,698500.0,6906250.0
16312,10,277000.0,3880000.0
16314,10,85000.0,2300000.0
16327,10,3839000.0,8251250.0
16332,10,1101000.0,2042500.0
16341,10,1231500.0,2005000.0
16346,10,4199000.0,5440000.0
16351,10,11123500.0,32723750.0
16372,10,468000.0,3403750.0
16379,10,1520000.0,2407500.0
16406,10,60000.0,2783750.0
16437,10,54249000.0,319103750.0
16444,10,3328000.0,6207500.0
16457,10,4574500.0,24347500.0
16463,10,1597000.0,5100000.0
16485,10,104500.0,2777500.0
16486,10,1740500.0,6220000.0
16515,10,500.0,2036666.6666666667
16532,10,15500.0,4377500.0
16534,10,29000.0,3716250.0
16535,10,16500.0,2873750.0
16536,10,112000.0,2881250.0
16537,10,131500.0,5883750.0
16540,10,100000.0,3223750.0
16545,10,149000.0,5295000.0
16554,10,7500.0,2800000.0
16556,10,73000.0,5128750.0
16569,10,689500.0,2166250.0
16618,10,2231000.0,3123750.0
16657,10,1558000.0,2636250.0
